Market_Cap,Name,Price,Rank,Volume,Link,Circulating_Supply,value1,value3,Symbol,value2
"
$58,602
",SteepCoin,$0.000323,"
1564
",Low Vol,/currencies/steepcoin/,"181,505,253",0.31%,-36.82%,STEEP,-0.99%
"
$58,199
",300 Token,$194.00,"
1565
",Low Vol,/currencies/300-token/,300,?,-3.89%,300,?
"
$57,237
",DeusCoin,$0.005166,"
1566
",Low Vol,/currencies/deuscoin/,"11,079,837",0.02%,6.23%,DEUS,8.75%
"
$56,579
",GlobalBoost-Y,$0.003672,"
1567
",Low Vol,/currencies/globalboost-y/,"15,409,628",0.22%,-7.64%,BSTY,-1.07%
"
$56,189
",Influxcoin,$0.033578,"
1568
",Low Vol,/currencies/influxcoin/,"1,673,383",0.22%,-2.88%,INFX,-0.94%
"
$55,666
",BOAT,$0.000775,"
1569
",Low Vol,/currencies/doubloon/,"71,838,400",9.34%,?,BOAT,?
"
$55,419
",Ammo Reloaded,$0.000713,"
1570
",Low Vol,/currencies/ammo-reloaded/,"77,777,777",?,-2.92%,AMMO,?
"
$55,029
",Debitcoin,$0.003057,"
1571
",Low Vol,/currencies/debitcoin/,"17,999,629",?,8.74%,DBTC,?
"
$54,328
",RonPaulCoin,$0.054758,"
1572
",Low Vol,/currencies/ronpaulcoin/,"992,151",0.22%,-5.40%,RPC,4.35%
"
$53,240
",Useless Ether...,$0.013425,"
1573
",?,/currencies/useless-ethereum-token/,"3,965,716",?,?,UET,?
"
$52,396
",GuccioneCoin,$0.002583,"
1574
",Low Vol,/currencies/guccionecoin/,"20,285,537",0.22%,43.95%,GCC,4.04%
"
$52,366
",Garlicoin,$0.004165,"
1575
",Low Vol,/currencies/garlicoin/,"12,574,285",0.19%,-16.27%,GRLC,-2.62%
"
 $52,258
",PostCoin,$0.003293,"
1576
",Low Vol,/currencies/postcoin/,"15,868,233",0.23%,-15.97%,POST,-7.92%
"
$51,763
",MACRON,$0.000129,"
1577
",Low Vol,/currencies/macron/,"401,421,401",?,?,MCRN,?
"
$51,286
",CryptoInsight,$0.004093,"
1578
",Low Vol,/currencies/trackr/,"12,529,747",0.25%,-38.66%,TKR,?
"
$51,183
",8Bit,$0.034869,"
1579
",Low Vol,/currencies/8bit/,"1,467,841",-1.95%,-24.22%,8BIT,-70.77%
"
$50,766
",Mithril Ore,$4.50,"
1580
",Low Vol,/currencies/mithril-ore/,"11,275",0.25%,?,MORE,-9.51%
"
$50,120
",Dreamcoin,$0.020051,"
1581
",Low Vol,/currencies/dreamcoin/,"2,499,586",?,?,DRM,-0.73%
"
$50,037
",Datacoin,$0.001485,"
1582
",Low Vol,/currencies/datacoin/,"33,691,191",0.22%,1.58%,DTC,-0.94%
"
$48,784
",X-Coin,$0.003939,"
1583
",Low Vol,/currencies/x-coin/,"12,384,976",0.22%,2.49%,XCO,7.81%
"
$48,186
",Master Swiscoin,$0.001067,"
1584
",Low Vol,/currencies/master-swiscoin/,"45,143,320",0.17%,-12.21%,MSCN,1.99%
"
$47,952
",High Voltage,$0.032093,"
1585
",Low Vol,/currencies/high-voltage/,"1,494,171",0.22%,2.71%,HVCO,7.83%
"
$47,881
",SocialCoin,$0.011107,"
1586
",Low Vol,/currencies/socialcoin-socc/,"4,311,050",0.22%,26.45%,SOCC,-7.52%
"
$46,541
",Virtacoin,$0.000009,"
1587
",Low Vol,/currencies/virtacoin/,"5,201,310,113",0.46%,42.44%,VTA,-1.35%
"
$45,896
",Nitro,$0.004118,"
1588
",Low Vol,/currencies/nitro/,"11,145,734",7.68%,-56.13%,NOX,22.97%
"
$45,206
",BumbaCoin,$0.001937,"
1589
",Low Vol,/currencies/bumbacoin/,"23,335,668",0.22%,-4.07%,BUMBA,-5.63%
"
$44,809
",Granite,$0.001092,"
1590
",Low Vol,/currencies/granitecoin/,"41,028,325",?,?,GRN,?
"
$44,692
",Dollarcoin,$0.004908,"
1591
",Low Vol,/currencies/dollarcoin/,"9,106,714",0.22%,21.06%,DLC,-0.94%
"
$43,611
",Arepacoin,$0.003035,"
1592
",Low Vol,/currencies/arepacoin/,"14,369,668",-0.23%,-27.09%,AREPA,-9.09%
"
$43,068
",RedCoin,$0.000581,"
1593
",Low Vol,/currencies/redcoin/,"74,107,896",0.22%,-12.55%,RED,10.67%
"
$42,491
",Fujinto,$0.000646,"
1594
",Low Vol,/currencies/fujinto/,"65,802,448",?,-43.62%,NTO,-0.90%
"
$41,722
",GambleCoin,$0.007426,"
1595
",Low Vol,/currencies/gamblecoin/,"5,618,391",-7.05%,-44.00%,GMCN,-35.31%
"
$40,126
",BROTHER,$0.000251,"
1596
",Low Vol,/currencies/brat/,"160,000,000",0.00%,-21.77%,BRAT,0.22%
"
$39,998
",FolmCoin,$0.004609,"
1597
",Low Vol,/currencies/folmcoin/,"8,678,303",0.25%,-38.33%,FLM,-13.79%
"
$39,895
",Eryllium,$0.003021,"
1598
",Low Vol,/currencies/eryllium/,"13,206,813",0.22%,-4.05%,ERY,1.49%
"
$39,157
",DigiPulse,$0.017305,"
1599
",Low Vol,/currencies/digipulse/,"2,262,814",0.00%,-84.83%,DGPT,0.00%
"
$38,746
",Nekonium,$0.003229,"
1600
",Low Vol,/currencies/nekonium/,"12,000,829",-5.45%,-3.39%,NUKO,-8.70%
"
$37,886
",PIECoin,$0.003428,"
1601
",Low Vol,/currencies/piecoin/,"11,052,595",?,?,PIE,?
"
$37,722
",ZetaMicron,$0.000063,"
1602
",Low Vol,/currencies/zetamicron/,"600,344,291",?,?,ZMC,?
"
$35,723
",AmsterdamCoin,$0.000712,"
1603
",Low Vol,/currencies/amsterdamcoin/,"50,201,886",0.22%,-3.16%,AMS,30.94%
"
$34,827
",Allion,$0.005618,"
1604
",Low Vol,/currencies/allion/,"6,199,359",0.22%,8.97%,ALL,-12.75%
"
$34,060
",JavaScript Token,$0.004262,"
1605
",Low Vol,/currencies/javascript-token/,"7,991,996",0.22%,-14.73%,JS,-0.94%
"
$33,683
",FuzzBalls,$0.006974,"
1606
",Low Vol,/currencies/fuzzballs/,"4,829,945",1.96%,-1.23%,FUZZ,4.11%
"
$33,145
",HomeBlockCoin,$0.006629,"
1607
",Low Vol,/currencies/homeblockcoin/,"5,000,000",0.23%,-29.78%,HBC,-22.18%
"
$33,019
",ExchangeN,$0.006474,"
1608
",Low Vol,/currencies/exchangen/,"5,100,000",?,?,EXN,?
"
$32,998
",Digital Rupees,$0.000065,"
1609
",Low Vol,/currencies/digital-rupees/,"510,802,961",?,-3.18%,DRS,?
"
$32,594
",Money,$0.000710,"
1610
",Low Vol,/currencies/money/,"45,887,218",0.22%,-2.83%,$$$,-18.79%
"
$31,880
",Grimcoin,$0.000404,"
1611
",Low Vol,/currencies/grimcoin/,"78,829,289",-1.22%,54.06%,GRIM,-11.37%
"
$31,653
",BitF,$0.030574,"
1612
",Low Vol,/currencies/bitf/,"1,035,293",24.84%,76.14%,BITF,13.92%
"
$31,429
",Eurocoin,$0.002531,"
1613
",Low Vol,/currencies/eurocoin/,"12,416,554",?,?,EUC,-0.44%
"
$31,385
",SoonCoin,$0.002518,"
1614
",Low Vol,/currencies/sooncoin/,"12,462,620",0.22%,-3.45%,SOON,-0.94%
"
$30,568
",Acoin,$0.025054,"
1615
",Low Vol,/currencies/acoin/,"1,220,085",0.22%,-4.80%,ACOIN,-0.94%
"
$30,557
",Independent M...,$0.005691,"
1616
",Low Vol,/currencies/independent-money-system/,"5,368,934",?,-2.68%,IMS,-0.79%
"
$30,272
",VectorAI,$0.001687,"
1617
",Low Vol,/currencies/vector/,"17,945,492",?,26.57%,VEC2,-0.47%
"
$29,557
",Sativacoin,$0.004165,"
1618
",Low Vol,/currencies/sativacoin/,"7,096,390",?,45.76%,STV,-0.17%
"
$29,132
",CompuCoin,$0.001485,"
1619
",Low Vol,/currencies/compucoin/,"19,615,019",0.22%,26.10%,CPN,-0.94%
"
$29,088
",SOILcoin,$0.005101,"
1620
",Low Vol,/currencies/soilcoin/,"5,702,048",0.22%,-11.86%,SOIL,-5.72%
"
$28,817
",Rhenium,$0.001130,"
1621
",Low Vol,/currencies/rhenium/,"25,506,945",11.80%,-22.59%,XRH,-4.16%
"
$28,037
",JIYO,$0.002936,"
1622
",Low Vol,/currencies/jiyo/,"9,550,170",9.55%,-33.25%,JIYOX,51.87%
"
$28,001
",Phantomx,$0.000872,"
1623
",Low Vol,/currencies/phantomx/,"32,111,054",0.24%,20.47%,PNX,32.61%
"
$27,384
",JobsCoin,$0.000258,"
1624
",Low Vol,/currencies/jobscoin/,"106,019,270",0.22%,-21.65%,JOBS,-0.94%
"
$27,258
",Litecred,$0.000902,"
1625
",Low Vol,/currencies/litecred/,"30,227,750",?,7.97%,LTCR,-1.19%
"
$27,248
 ",Dalecoin,$0.048042,"
1626
",Low Vol,/currencies/dalecoin/,"567,174",0.22%,12.30%,DALC,-1.61%
"
$26,390
",Cannation,$0.010655,"
1627
",Low Vol,/currencies/cannation/,"2,476,893",0.23%,?,CNNC,1.48%
"
 $26,192
",LeaCoin,$0.000065,"
1628
",Low Vol,/currencies/leacoin/,"405,206,246",?,?,LEA,-0.84%
"
$25,236
",Theresa May Coin,$0.000324,"
1629
",Low Vol,/currencies/theresa-may-coin/,"77,944,400",0.22%,-47.28%,MAY,-34.86%
"
$25,183
",Roofs,$0.000194,"
1630
",Low Vol,/currencies/roofs/,"130,000,000",0.22%,?,ROOFS,-0.94%
"
$25,137
",ChainCoin,$0.001611,"
1631
",Low Vol,/currencies/chaincoin/,"15,602,306",?,-96.56%,CHC,?
"
$25,029
",PosEx,$0.010203,"
1632
",Low Vol,/currencies/posex/,"2,453,240",0.22%,-0.31%,PEX,?
"
$24,278
",PoSToken,$0.023505,"
1633
",Low Vol,/currencies/postoken/,"1,032,910",0.22%,?,POS,-0.12%
"
$24,165
",GoldPieces,$0.019805,"
1634
",Low Vol,/currencies/goldpieces/,"1,220,161",0.22%,-27.77%,GP,-31.73%
"
$24,075
",Prime-XI,$0.001098,"
1635
",Low Vol,/currencies/prime-xi/,"21,931,815",0.22%,17.99%,PXI,-1.91%
"
$23,788
",Zayedcoin,$0.003810,"
1636
",Low Vol,/currencies/zayedcoin/,"6,243,840",0.22%,?,ZYD,-0.94%
"
$23,351
",KingN Coin,$11.62,"
1637
",Low Vol,/currencies/kingn-coin/,"2,009",0.22%,5.11%,KNC,?
"
$23,246
",BitCoal,$0.005166,"
1638
",Low Vol,/currencies/bitcoal/,"4,500,000",29.32%,35.43%,COAL,2.99%
"
$23,173
",Gold Pressed ...,$0.090335,"
1639
",Low Vol,/currencies/gold-pressed-latinum/,"256,527",?,?,GPL,?
"
$23,101
",Visio,$0.000451,"
1640
",Low Vol,/currencies/visio/,"51,267,391",?,13.01%,VISIO,-1.26%
"
$22,824
",Elysium,$0.001679,"
1641
",Low Vol,/currencies/elysium/,"13,594,388",0.22%,32.41%,ELS,-6.91%
"
$22,122
",MustangCoin,$0.035095,"
1642
",Low Vol,/currencies/mustangcoin/,"630,343",?,5.42%,MST,-0.86%
"
$22,071
",PLNcoin,$0.001291,"
1643
",Low Vol,/currencies/plncoin/,"17,089,600",0.23%,?,PLNC,-0.94%
"
$21,697
",Cabbage,$0.002066,"
1644
",Low Vol,/currencies/cabbage/,"10,499,996",0.22%,-0.30%,CAB,?
"
$21,530
",Bitcoin Planet,$0.003164,"
1645
",Low Vol,/currencies/bitcoin-planet/,"6,804,362",0.22%,0.84%,BTPL,-0.94%
"
$21,433
",SpeedCash,$0.037291,"
1646
",Low Vol,/currencies/speedcash/,"574,745",-2.64%,-24.41%,SCS,-12.47%
"
$21,115
",EcoCoin,$0.018016,"
1647
",Low Vol,/currencies/ecocoin/,"1,172,001",0.22%,2.55%,ECO,19.12%
"
$20,949
",BenjiRolls,$0.001033,"
1648
",Low Vol,/currencies/benjirolls/,"20,276,099",0.22%,-14.80%,BENJI,-0.94%
"
$20,741
",Iconic,$0.034983,"
1649
",Low Vol,/currencies/iconic/,"592,894",?,?,ICON,-0.99%
"
$20,737
",ICOBID,$0.000194,"
1650
",Low Vol,/currencies/icobid/,"107,048,455",0.22%,-3.05%,ICOB,?
"
$20,602
",Credence Coin,$0.006012,"
1651
",Low Vol,/currencies/credence-coin/,"3,427,006",?,?,CRDNC,0.26%
"
$20,267
",BnrtxCoin,$0.000583,"
1652
",Low Vol,/currencies/bnrtxcoin/,"34,774,001",?,?,BNX,?
"
$20,266
",Solarflarecoin,$0.001439,"
1653
",Low Vol,/currencies/solarflarecoin/,"14,083,450",?,-1.65%,SFC,?
"
$20,134
",BitQuark,$0.001873,"
1654
",Low Vol,/currencies/bitquark/,"10,751,973",0.22%,-5.90%,BTQ,17.10%
"
$20,018
",Marijuanacoin,$0.012269,"
1655
",Low Vol,/currencies/marijuanacoin/,"1,631,601",0.22%,-2.22%,MAR,-0.94%
"
$19,371
",BitCoin One,$0.001937,"
1656
",Low Vol,/currencies/bitcoin-one/,"10,000,000",1.92%,31.37%,BTCONE,18.86%
"
$19,197
",Neuro,$0.000323,"
1657
",Low Vol,/currencies/neuro/,"59,401,326",?,-11.59%,NRO,-0.85%
"
$18,756
",Network Token,$0.001185,"
1658
",?,/currencies/network-token/,"15,830,652",?,?,NTWK,?
"
$18,109
",MiloCoin,$0.001678,"
1659
",Low Vol,/currencies/milocoin/,"10,789,954",?,-5.33%,MILO,4.85%
"
$18,080
",Jiyo [OLD],$0.002964,"
1660
",Low Vol,/currencies/jiyo-old/,"6,100,012",0.22%,-55.47%,JIYO,?
"
$18,057
",Bankcoin,$0.001755,"
1661
",Low Vol,/currencies/bankcoin/,"10,291,781",0.49%,-17.28%,B@,-6.61%
"
$16,823
",SongCoin,$0.000517,"
1662
",Low Vol,/currencies/songcoin/,"32,565,300",0.22%,-8.13%,SONG,-9.64%
"
$16,486
",BowsCoin,$0.002970,"
1663
",Low Vol,/currencies/bowscoin/,"5,550,102",0.22%,306.34%,BSC,-7.34%
"
$16,356
",Trident Group,$0.013484,"
1664
",Low Vol,/currencies/trident/,"1,213,024",?,-3.28%,TRDT,?
"
$15,700
",BipCoin,$0.009648,"
1665
",Low Vol,/currencies/bipcoin/,"1,627,261",?,?,BIP,?
"
$15,357
",YENTEN,$0.001815,"
1666
",Low Vol,/currencies/yenten/,"8,460,628",0.96%,-53.09%,YTN,-3.07%
"
$15,313
",Kronecoin,$0.001614,"
1667
",Low Vol,/currencies/kronecoin/,"9,485,537",0.22%,-13.76%,KRONE,-4.75%
"
$15,261
",Flaxscript,$0.002712,"
1668
",Low Vol,/currencies/flaxscript/,"5,627,236",0.22%,-4.66%,FLAX,1.47%
"
$14,918
",Veltor,$0.026887,"
1669
",Low Vol,/currencies/veltor/,"554,855",?,20.30%,VLT,-0.86%
"
$14,896
",HealthyWormCoin,$0.000129,"
1670
",Low Vol,/currencies/healthywormcoin/,"115,583,943",?,?,WORM,-1.15%
"
$14,451
",LiteCoin Ultra,$0.014012,"
1671
",Low Vol,/currencies/litecoin-ultra/,"1,031,300",0.22%,3.71%,LTCU,0.92%
"
$14,259
",Staker,$0.018145,"
1672
",Low Vol,/currencies/staker/,"785,810",0.31%,18.98%,STR,-42.90%
"
$13,522
",ARbit,$0.001421,"
1673
",Low Vol,/currencies/arbit/,"9,518,375",0.22%,25.45%,ARB,-0.94%
"
$12,732
",CacheCoin,$0.003035,"
1674
",Low Vol,/currencies/cachecoin/,"4,195,132",8.27%,2.82%,CACH,16.25%
"
$12,493
",GeertCoin,$0.002454,"
1675
",Low Vol,/currencies/geertcoin/,"5,091,200",0.22%,44.85%,GEERT,?
"
$12,119
",UralsCoin,$0.001358,"
1676
",Low Vol,/currencies/uralscoin/,"8,924,093",0.30%,24.44%,URALS,0.94%
"
$11,783
",Bitvolt,$0.000710,"
1677
",Low Vol,/currencies/bitvolt/,"16,588,056",0.22%,29.67%,VOLT,-0.94%
"
$11,719
",GlassCoin,$0.003802,"
1678
",Low Vol,/currencies/glasscoin/,"3,082,639",?,-15.86%,GLS,?
"
$11,510
",LiteBitcoin,$0.000398,"
1679
",Low Vol,/currencies/litebitcoin/,"28,940,333",0.19%,-4.08%,LBTC,1.66%
"
$11,339
",PlayerCoin,$0.000323,"
1680
",Low Vol,/currencies/playercoin/,"35,120,000",0.22%,-2.80%,PLACO,23.82%
"
$11,114
",Coinonat,$0.001289,"
1681
",Low Vol,/currencies/coinonat/,"8,623,200",0.11%,-4.79%,CXT,-8.12%
"
$10,576
",Bitspace,$0.000797,"
1682
",Low Vol,/currencies/bitspace/,"13,265,396",0.31%,-63.42%,BSX,-4.97%
"
$10,408
",Adrenaline,$0.000838,"
1683
",Low Vol,/currencies/adrenaline/,"12,423,294",?,109.76%,ADN,?
"
$10,354
",Wild Beast Block,$0.056914,"
1684
",Low Vol,/currencies/wild-beast-block/,"181,919",?,7.08%,WBB,-1.01%
"
$9,759
",Machinecoin,$0.000455,"
1685
",Low Vol,/currencies/machinecoin/,"21,435,250",?,-92.89%,MAC,?
"
$9,691
",iBank,$0.002141,"
1686
",Low Vol,/currencies/ibank/,"4,526,324",?,?,IBANK,-0.47%
"
$9,679
",Luna Coin,$0.005672,"
1687
",Low Vol,/currencies/luna-coin/,"1,706,429",-24.76%,-6.28%,LUNA,-23.23%
"
$8,547
",ChanCoin,$0.000785,"
1688
",Low Vol,/currencies/chancoin/,"10,887,936",?,-81.84%,CHAN,?
"
$8,402
",Concoin,$0.011289,"
1689
",Low Vol,/currencies/concoin/,"744,266",?,?,CONX,?
"
$8,015
",PRCoin,$0.000323,"
1690
",Low Vol,/currencies/prcoin/,"24,823,600",0.22%,-2.83%,PRC,-0.96%
"
$7,058
",Artex Coin,$0.000376,"
1691
",?,/currencies/artex-coin/,"18,781,750",?,?,ATX,?
"
$6,451
",Royal Kingdom...,$0.002389,"
1692
",Low Vol,/currencies/royal-kingdom-coin/,"2,700,000",0.22%,-5.11%,RKC,?
"
$5,994
",Interzone,$0.002260,"
1693
",Low Vol,/currencies/interzone/,"2,652,019",0.22%,-7.97%,ITZ,-0.94%
"
$4,624
",Dollar Online,$0.006134,"
1694
",Low Vol,/currencies/dollar-online/,"753,776",12.02%,8.60%,DOLLAR,10.71%
"
$4,541
",AnarchistsPrime,$0.001033,"
1695
",Low Vol,/currencies/anarchistsprime/,"4,394,874",0.22%,11.05%,ACP,-13.02%
"
$4,505
",Slevin,$0.000064,"
1696
",Low Vol,/currencies/slevin/,"70,000,000",?,?,SLEVIN,?
"
$4,409
",PonziCoin,$0.005120,"
1697
",Low Vol,/currencies/ponzicoin/,"861,099",?,46.01%,PONZI,-0.58%
"
$4,369
",Coimatic 2.0,$0.000323,"
1698
",Low Vol,/currencies/coimatic-2/,"13,532,750",0.22%,17.97%,CTIC2,-17.39%
"
$4,093
",BitAsean,$0.000819,"
1699
",Low Vol,/currencies/bitasean/,"5,000,000",0.25%,?,BAS,0.82%
"
$3,520
",Coupecoin,$0.000016,"
1700
",Low Vol,/currencies/coupecoin/,"218,281,462",2.44%,17.12%,COUPE,19.62%
"
$3,502
",Coimatic 3.0,$0.001550,"
1701
",Low Vol,/currencies/coimatic-3/,"2,259,512",-3.78%,54.07%,CTIC3,?
"
$3,457
",EagleCoin,$0.001652,"
1702
",?,/currencies/eaglecoin/,"2,093,421",?,?,EAGLE,?
"
$3,451
",VapersCoin,$0.000004,"
1703
",Low Vol,/currencies/vaperscoin/,"780,124,964",-0.16%,-93.34%,VPRC,-71.84%
"
$3,222
",Argus,$0.002806,"
1704
",Low Vol,/currencies/argus/,"1,148,324",0.22%,12.19%,ARGUS,-15.61%
"
$2,623
",Project-X,$33513.46,"
1705
",Low Vol,/currencies/project-x/,0.078264,0.22%,22.92%,NANOX,2.82%
"
$2,573
",Save and Gain,$0.000839,"
1706
",Low Vol,/currencies/save-and-gain/,"3,064,800",0.22%,24.99%,SANDG,52.80%
"
$2,033
",Magnum,$0.000452,"
1707
",Low Vol,/currencies/magnum/,"4,497,751",0.22%,-44.73%,MGM,-1.01%
"
$1,962
",Vault Coin,$0.000065,"
1708
",Low Vol,/currencies/vault-coin/,"30,385,540",0.22%,?,VLTC,-0.94%
"
$255
",POLY AI,$0.000112,"
1709
",Low Vol,/currencies/poly-ai/,"2,281,981",0.27%,39.61%,AI,-0.56%
"
$145
",HarmonyCoin,$0.000258,"
1710
",Low Vol,/currencies/harmonycoin-hmc/,"561,235",0.22%,-4.80%,HMC,-0.94%
"
?
",CK USD,$1.01,"
1711
","$109,260,369",/currencies/ckusd/,?,0.47%,3.28%,CKUSD,-0.47%
"
?
",Infinity Econ...,$0.003170,"
1712
","$32,799,432",/currencies/infinity-economics/,?,0.47%,-18.74%,XIN,-6.62%
"
?
",HYCON,$0.020180,"
1713
","$6,215,930",/currencies/hycon/,?,0.70%,9.56%,HYC,6.89%
"
?
",BUMO,$0.229860,"
1714
","$6,050,829",/currencies/bumo/,?,0.03%,3.28%,BU,-1.42%
"
?
",Project Pai,$0.183369,"
1715
","$5,963,106",/currencies/project-pai/,?,0.59%,23.88%,PAI,-0.37%
"
?
",BOX Token,$0.293998,"
1716
","$2,877,973",/currencies/box-token/,?,0.38%,?,BOX,-3.35%
"
?
",Ether Zero,$0.263718,"
1717
","$2,663,640",/currencies/ether-zero/,?,0.01%,-10.54%,ETZ,-1.86%
"
?
",Alibabacoin,$0.700246,"
1718
","$2,432,875",/currencies/alibabacoin/,?,-0.85%,86.30%,ABBC,-31.33%
"
?
",PlayCoin [QRC20],$0.136804,"
1719
","$2,042,753",/currencies/playcoin/,?,0.25%,-5.78%,PLY,0.25%
"
?
",Kcash,$0.020104,"
1720
","$1,934,460",/currencies/kcash/,?,0.24%,18.82%,KCASH,4.85%
"
?
",EduCoin,$0.000417,"
1721
","$1,852,413",/currencies/edu-coin/,?,0.31%,0.05%,EDU,-11.99%
"
?
",KNOW,$0.019607,"
1722
","$1,790,776",/currencies/know/,?,1.14%,2.87%,KNOW,-0.33%
"
?
",Pundi X NEM,$0.000869,"
1723
","$1,654,997",/currencies/pundi-x-nem/,?,2.43%,-10.96%,NPXSXEM,0.07%
"
?
",CoinMeet,$0.029498,"
1724
","$1,563,593",/currencies/coinmeet/,?,0.08%,26.06%,MEET,1.13%
"
?
",Super Bitcoin,$4.85,"
1725
","$1,476,465",/currencies/super-bitcoin/,?,-4.76%,-7.15%,SBTC,-7.47%
"
?
",OFCOIN,$0.000782,"
1726
","$1,417,487",/currencies/ofcoin/,?,0.03%,29.87%,OF,2.77%
"
?
",HitChain,$0.000331,"
1727
","$1,344,888",/currencies/hitchain/,?,1.77%,27.67%,HIT,1.76%
"
?
",Gemini Dollar,$1.01,"
1728
","$1,203,481",/currencies/gemini-dollar/,?,0.00%,-2.33%,GUSD,-0.64%
"
?
",PLATINCOIN,$4.46,"
1729
","$1,165,564",/currencies/platincoin/,?,0.25%,-3.53%,PLC,-1.49%
"
?
",MyToken,$0.003977,"
1730
","$1,063,944",/currencies/mytoken/,?,-0.12%,9.85%,MT,6.59%
"
?
",ShineChain,$0.001730,"
1731
","$957,523",/currencies/shinechain/,?,-1.05%,27.80%,SHE,-3.44%
"
?
",Hdac,$0.058027,"
1732
","$886,402",/currencies/hdac/,?,3.44%,90.61%,HDAC,-3.83%
"
?
",Penta,$0.001258,"
1733
","$806,475",/currencies/penta/,?,0.80%,10.83%,PNT,0.77%
"
?
",ZB,$0.211980,"
1734
","$727,644",/currencies/zb/,?,-0.02%,-8.96%,ZB,-2.99%
"
?
",DigiFinexToken,$0.148063,"
1735
","$671,235",/currencies/digifinextoken/,?,-0.67%,-24.87%,DFT,-4.19%
"
?
",UnlimitedIP,$0.005263,"
1736
","$654,824",/currencies/unlimitedip/,?,-1.46%,24.62%,UIP,7.39%
"
?
",Loopring [NEO],$0.141756,"
1737
","$628,986",/currencies/loopring-neo/,?,-0.11%,-14.25%,LRN,-7.60%
"
?
",Ultra Salescloud,$0.045020,"
1738
","$628,664",/currencies/ultra-salescoud/,?,1.39%,-3.09%,UST,-1.32%
"
?
",LightChain,$0.000138,"
1739
","$616,919",/currencies/lightchain/,?,1.26%,-4.96%,LIGHT,-1.05%
"
?
",Filecoin [Fut...,$3.81,"
1740
","$581,992",/currencies/filecoin/,?,2.77%,2.74%,FIL,2.97%
"
?
",Tripio,$0.002955,"
1741
","$546,453",/currencies/tripio/,?,0.52%,81.10%,TRIO,-15.60%
"
?
",Molecular Future,$0.115703,"
1742
","$532,624",/currencies/molecular-future/,?,0.38%,-2.55%,MOF,-1.02%
"
?
",ONG,$0.955438,"
1743
","$532,321",/currencies/ong/,?,-0.17%,-7.18%,ONG,-2.09%
"
?
",BitCapitalVendor,$0.004625,"
1744
","$530,567",/currencies/bitcapitalvendor/,?,-4.06%,30.44%,BCV,-15.36%
"
?
",DACC,$0.000715,"
1745
","$512,336",/currencies/dacc/,?,3.59%,25.96%,DACC,4.27%
"
?
",MEX,$0.001682,"
1746
","$503,493",/currencies/mex/,?,-4.14%,56.90%,MEX,4.87%
"
?
",Metadium,$0.009554,"
1747
","$489,466",/currencies/metadium/,?,-1.60%,-15.21%,META,-3.39%
"
?
",FuturoCoin,$10.12,"
1748
","$444,466",/currencies/futurocoin/,?,1.16%,-12.82%,FTO,-2.05%
"
?
",Moving Cloud ...,$0.009135,"
1749
","$430,181",/currencies/moving-cloud-coin/,?,-0.74%,-13.90%,MCC,-23.11%
"
?
",Litex,$0.005378,"
1750
","$429,787",/currencies/litex/,?,-3.05%,10.12%,LXT,-3.40%
"
?
",Intelligent I...,$0.000514,"
1751
","$419,622",/currencies/intelligent-investment-chain/,?,-1.02%,89.54%,IIC,-0.50%
"
?
",BitUP Token,$0.004864,"
1752
","$409,787",/currencies/bitup-token/,?,-0.94%,20.02%,BUT,7.51%
"
?
",Yuan Chain Coin,$0.012152,"
1753
","$402,953",/currencies/yuan-chain-coin/,?,-1.75%,6.47%,YCC,1.71%
"
?
",InvestDigital,$0.008100,"
1754
","$381,580",/currencies/investdigital/,?,0.69%,42.87%,IDT,5.56%
"
?
",GSENetwork,$0.005204,"
1755
","$345,061",/currencies/gsenetwork/,?,-0.12%,2.70%,GSE,-0.30%
"
?
",Animation Vis...,$0.001098,"
1756
","$337,387",/currencies/animation-vision-cash/,?,-5.34%,-19.91%,AVH,-8.01%
"
?
",Lightning Bit...,$4.28,"
1757
","$337,282",/currencies/lightning-bitcoin/,?,-5.43%,-17.97%,LBTC,0.74%
"
?
",SoPay,$0.005769,"
1758
","$336,857",/currencies/sopay/,?,-0.09%,-4.94%,SOP,2.96%
"
?
",Karatgold Coin,$0.015447,"
1759
","$332,003",/currencies/karatgold-coin/,?,-1.35%,54.19%,KBC,43.34%
"
?
",eosBLACK,$0.212507,"
1760
","$292,270",/currencies/eosblack/,?,-1.42%,26.76%,BLACK,8.07%
"
?
",Maximine Coin,$0.004421,"
1761
","$291,955",/currencies/maximine-coin/,?,-0.45%,-2.90%,MXM,-3.76%
"
?
",Promotion Coin,$0.000521,"
1762
","$290,941",/currencies/promotion-coin/,?,2.80%,59.93%,PC,-9.06%
"
?
",The Midas Tou...,$0.040359,"
1763
","$283,512",/currencies/the-midas-touch-gold/,?,-0.84%,-21.22%,TMTG,-6.49%
"
?
",Wiki Token,$0.794965,"
1764
","$281,419",/currencies/wiki-token/,?,-0.05%,-5.09%,WIKI,-1.03%
"
?
",Davinci Coin,$0.004241,"
1765
","$256,556",/currencies/davinci-coin/,?,0.75%,9.05%,DAC,-1.63%
"
?
",United Bitcoin,$3.67,"
1766
","$224,416",/currencies/united-bitcoin/,?,6.07%,1.56%,UBTC,-9.04%
"
?
",Themis,$0.005062,"
1767
","$215,384",/currencies/themis/,?,-0.53%,44.10%,GET,3.36%
"
?
",FOIN,$683.74,"
1768
","$209,235",/currencies/foin/,?,0.22%,6.40%,FOIN,-0.07%
